player_id,minutes_played,attempted_passes,xpass_completion_percentage,season_name
0x5gXlrq7O,104,44,0.8402000000000001,2021
0x5gXlrq7O,64,28,0.8285,2021
0x5gXlrq7O,101,39,0.8281000000000001,2021
0x5gXlrq7O,59,25,0.7928000000000001,2021
0x5gXlrq7O,30,14,0.7411,2021
0x5gXlrq7O,69,36,0.8574,2021
0x5gXlrq7O,83,38,0.8592000000000001,2022
0x5gXlrq7O,68,28,0.8168000000000001,2022
0x5gXlrq7O,90,52,0.8868,2022
0x5gXlrq7O,84,30,0.7671,2022
0x5gXlrq7O,67,24,0.8198000000000001,2022
0x5gXlrq7O,96,36,0.7621,2022
0x5gXlrq7O,78,29,0.8884000000000001,2022
0x5gXlrq7O,71,29,0.7454000000000001,2022
0x5gXlrq7O,50,21,0.7896000000000001,2022
0x5gXlrq7O,71,36,0.7153,2022
0x5gXlrq7O,46,19,0.8534,2022
0x5gXlrq7O,67,23,0.7876000000000001,2022
0x5gXlrq7O,47,24,0.8126,2022
0x5gXlrq7O,97,48,0.7239,2022
0x5gXlrq7O,104,46,0.8477,2022
0x5gXlrq7O,68,40,0.8649,2022
0x5gXlrq7O,63,15,0.8827,2022
0x5gXlrq7O,82,36,0.835,2022
0x5gXlrq7O,77,25,0.7549,2022
0x5gXlrq7O,63,22,0.7744000000000001,2022
0x5gXlrq7O,97,63,0.7319,2022
0x5gXlrq7O,87,27,0.7639,2022
0x5gXlrq7O,55,24,0.8477,2022
0x5gXlrq7O,75,27,0.7093,2022
0x5gXlrq7O,68,25,0.8826,2022
0x5gXlrq7O,66,24,0.8448,2022
0x5gXlrq7O,46,31,0.8584,2023
0x5gXlrq7O,42,37,0.775,2023
0x5gXlrq7O,68,23,0.8411000000000001,2023
0x5gXlrq7O,34,16,0.7496,2023
0x5gXlrq7O,34,11,0.6311,2023
0x5gXlrq7O,63,27,0.7352000000000001,2023
0x5gXlrq7O,79,35,0.7734000000000001,2023
0x5gXlrq7O,37,4,0.6676000000000001,2023
0x5gXlrq7O,101,49,0.8075,2023
0x5gXlrq7O,70,31,0.8364,2023
0x5gXlrq7O,73,50,0.8304,2023
0x5gXlrq7O,71,26,0.7335,2023
2lqRRvNxqr,77,29,0.7793,2018
2lqRRvNxqr,86,30,0.8017000000000001,2018
2lqRRvNxqr,84,56,0.7957000000000001,2018
2lqRRvNxqr,39,17,0.782,2018
2lqRRvNxqr,74,43,0.8872,2018
2lqRRvNxqr,98,53,0.7943,2018
2lqRRvNxqr,46,39,0.8242,2018
2lqRRvNxqr,77,25,0.8433,2018
2lqRRvNxqr,48,14,0.794,2018
2lqRRvNxqr,49,14,0.7362000000000001,2018
2lqRRvNxqr,88,30,0.8156,2018
2lqRRvNxqr,97,44,0.8695,2018
2lqRRvNxqr,97,16,0.7249,2018
2lqRRvNxqr,82,40,0.7825000000000001,2018
